sku_id,title,brand,product_family,list_price_usd,average_rating,rating_count,feature_count,source_line,source
B0BLBL9ZFK,"HP Pavilion 27” All-in-One Desktop, AMD Ryzen 7 5700U, 16 GB RAM, 256 GB SSD & 1 TB Hard Drive, Full HD Touchscreen, Windows 11 Home, 5 USB Ports, 5MP Pop-up Camera, Keyboard & Mouse (27-ca0070, 2021)",HP,CPU_AND_PROCESSOR,1312.0,4.6,72,10,267807,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BM352RCD,"M.2 SSD Reader, ACASIS NVME to USB Adapter Support 10Gbps External SSD Enclosure for M.2 (M Key) NVMe SSD and (B+M Key) SSD Support Windows XP 7 8 10, MAC OS and Compatible with Thunderbolt 4/3",FREEGENE,MEMORY_AND_STORAGE,37.99,4.1,408,5,503347,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BQVLKL8C,"256GB SD Card Flash Memory Class 10 High Speed Security Digital Memory Card for Vloggers, Filmmakers, Photographers and Other SD Card Devices(256GB)",nuiflash,MEMORY_AND_STORAGE,17.63,4.0,22,5,220371,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BRYZY39P,"NUROUM V15-AFL 2K Webcam with Microphone, 1080p 60FPS AutoFocus Web Camera with Adjustable Fill Light and Privacy Cover, 75°FOV Dual Microphone USB FHD Computer Camera, Plug and Play",NUROUM,WORKSTATION_AND_PC,69.99,4.1,26,5,621097,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BTBTFRNK,"Eyoyo 9 Inch Small Monitor, 1024x600 16:9 IPS HDMI Monitor Support HDMI/VGA/AV/BNC Input with Remote Control & Built-in Speakers, Security Monitor for Computer Raspi CCTV Camera Car",Eyoyo,WORKSTATION_AND_PC,79.99,4.2,942,5,322300,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BTCPM88J,Auto Backup Adapter 256GB Auto-Photo-Backup-Cube for iPhone-Photo-Stick iPad-Backup-Storage Device Photos-Download-iPhone-Data-Transfer-Memory Backup on Charging Flash Drive for iPhone/iPad/Android,PL ZMPWLQ,MEMORY_AND_STORAGE,75.99,4.0,97,5,647923,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BXP45D23,"AGSDON Laptop Backpack, 16 Inch School Bag College Bookbag, Anti Theft Daypack Bags and Lunch Bag Set, Water Resistant Backpacks for Teens Boys Men Students(Black)",AGSDON,OTHER_COMPUTE,29.99,4.6,117,5,116263,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BXRY4QZ5,"Powered USB Hub, Rosonway 7-Port USB 3.2/USB C Hub with 10Gbps USB-A 3.2, 2 USB-C 3.2, 4 USB 3.0 Ports, Individual Switches and 12V Power Adapter, Aluminum USB Port Expander for Laptop/PC, RSH-A107C",Rosonway,NETWORKING,32.99,4.8,31,5,136882,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BYD7PGV1,seenda Wired Mouse - USB Computer Mouse Wired with RGB Backlit Optical LED Mouse with Attached USB Cord for Laptops Notebooks Chromebook - Rose Gold,seenda,WORKSTATION_AND_PC,9.99,4.5,163,5,135835,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BYQ2MSH4,"X RAY Expandable Roll Top Waterproof Trendy Backpack With Laptop Pocket, One Size, Grey",X RAY,OTHER_COMPUTE,39.99,4.5,480,5,307231,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BZ1835DQ,HP ProDesk Desktop RGB Lights Computer Intel Core i5 6500 3.2 GHz 8GB RAM 256GB SSD Win 10 Pro Gaming PC Keyboard & Mouse (Renewed),HP,MEMORY_AND_STORAGE,129.45,4.2,2608,5,227450,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BZ8RTTS4,"VKAROOD Mouse Jiggler Undetectable Mouse Mover Device with Timer, ON/Off Switch, Breathing Light Mouse Wiggler for Prevent Computer Laptop Screen Sleep (Black)",VKAROOD,NETWORKING,19.94,4.6,155,5,37469,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0C1G7Q2C2,"Rechargeable Wireless WisFox Ultra Slim Computer Keyboard Mouse Combo, Full Size Silent Keyboard and Mouse for Laptop, Computer and Desktop, Surface, Mac and Windows 10/8/7",WisFox,WORKSTATION_AND_PC,26.99,4.3,281,6,646508,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0C2HBGBLP,Small Mens Full Grain Leather Backpack for Men Purse Vintage 14 Inch Laptop Bag Business Work Hiking Daypack Brown Rucksack,Masa Kawa,OTHER_COMPUTE,99.0,4.4,90,5,464236,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0C4Z8YMJV,"6.8” Double Din Car Stereo Kit for Dodge RAM Truck Dash Kit, Touch Screen Radio, Apple CarPlay, Android Auto, Bluetooth, Rear Camera Input, Dash Kit, Antenna Adapter (Black 2006-2008 RAM Truck)",STINGER,MEMORY_AND_STORAGE,329.0,3.9,9,7,155822,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0C594S27K,"TEROW PoE Switch, 10 Port Gigabit Ethernet Network Switch( 8 PoE+ Port with 2 Extra Uplink Port), 802.3af/at Compliant | Plug & Play | Shielded Ports | Traffic Optimization | Fanless Quiet",TEROW,NETWORKING,39.99,4.5,185,6,161935,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0C5R3VWWR,"iDsonix 2.5 inch Hard Drive Enclosure, 6Gbps USB C 3.1 to SATA III Tool-Free External Hard Drive Enclosure for 7mm/9mm 2.5"" SSD HDD with UASP Compatible with Toshiba Samsung WD Black(PW25-1C3)",IDSONIX SMART INTERACTIVE,MEMORY_AND_STORAGE,9.99,4.4,122,5,107735,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0C61XW574,"ROOTOMA USB C Charger, PD 30W Desktop Charger, 7-in-1 USB Charging Station, Surge Protector Power Strip with 3 Outlets, 4 USB Ports for MacBook Laptops iPhone Samsung Fast Charging 5 Feet Cord",ROOTOMA,WORKSTATION_AND_PC,29.99,4.6,512,5,53087,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0C6968DSX,"SABLUTE Wireless Keyboard with 7 Colored Backlits, Wrist Rest, 2.4G Computer Lighted Keyboard with Phone Holder, Rechargeable Full Size Ergonomic Keyboard with Silent Keys for MacBook, PC, Laptop",SABLUTE,WORKSTATION_AND_PC,39.99,4.2,318,7,674496,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0C8NPHXB1,"KEFEYA Laptop Screen Extender, Portable Monitor for Laptop 12"" Full HD IPS Display, Dual Monitor Extender Compatible with 13-16 Inch Windows, Chrome & Mac",KEFEYA,OTHER_COMPUTE,186.0,4.6,439,5,608273,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0C9CKKCD6,"3 Pack Webcam Cover Slide, 0.027 inch Ultra-Thin Metal Magnet Web Camera Cover for MacBook Pro iMac iPhone PC Laptop iPad Pro Surface Pro Echo Show Camera Blocker Slider, Protect Your Visual Prvacy",Peyigg,OTHER_COMPUTE,15.99,3.9,500,5,438878,McAuley-Lab Amazon Reviews 2023/Electronics metadata
